SYMBOL,OPEN,HIGH,LOW,CLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP
360ONE,710.0,724.75,699.35,721.7,138055,98750170.85,23-FEB-2024
3MINDIA,30800.0,31185.0,30250.1,30379.65,4440,135982789.1,23-FEB-2024
AARTIDRUGS,535.65,540.45,528.25,530.5,85862,45899113.9,23-FEB-2024
AARTIIND,685.5,689.5,671.0,674.3,898099,609639473.55,23-FEB-2024
AARTIPHARM,529.45,532.1,510.7,515.45,103754,53815249.15,23-FEB-2024
AAVAS,1461.15,1480.0,1455.0,1467.7,97409,143138751.85,23-FEB-2024
ABB,5420.0,5518.1,5320.65,5392.05,1578299,8539728406.0,23-FEB-2024
ABBOTINDIA,28855.8,28989.15,28557.0,28707.8,8697,250201083.7,23-FEB-2024
ABCAPITAL,185.55,188.35,182.85,187.35,13095853,2422963284.5,23-FEB-2024
ABFRL,227.95,228.9,225.1,226.2,2536384,575034338.45,23-FEB-2024
ACC,2677.1,2718.0,2665.0,2679.55,419808,1130789385.65,23-FEB-2024
ACCELYA,1952.0,2025.0,1951.5,1987.45,52298,103959177.4,23-FEB-2024
ACE,1100.0,1179.0,1095.5,1170.45,421853,483903933.05,23-FEB-2024
ACI,746.25,799.85,746.0,789.95,2064676,1616877571.55,23-FEB-2024
ACLGATI,122.85,123.6,121.0,121.3,242446,29611690.75,23-FEB-2024
ADANIENSOL,1062.7,1094.75,1055.2,1081.8,3057010,3278274545.75,23-FEB-2024
ADANIENT,3263.05,3319.95,3225.1,3273.3,1975035,6481855202.2,23-FEB-2024
ADANIGREEN,1930.5,1943.3,1910.0,1923.3,599092,1155053142.95,23-FEB-2024
ADANIPORTS,1312.05,1332.0,1298.0,1320.7,2924829,3855526065.6,23-FEB-2024
ADVENZYMES,404.0,411.55,401.5,407.35,265746,108231145.6,23-FEB-2024
AEGISCHEM,447.9,454.0,441.0,443.85,185818,82817881.2,23-FEB-2024
AETHER,870.0,871.95,862.05,867.05,50850,44062898.55,23-FEB-2024
AFFLE,1140.95,1150.0,1127.3,1136.65,111395,126885651.45,23-FEB-2024
AGI,800.35,813.6,798.5,802.45,81978,66038460.7,23-FEB-2024
AHLUCONT,1182.0,1208.0,1171.6,1194.3,195277,233012182.2,23-FEB-2024
AIAENG,3748.4,3765.6,3715.25,3743.4,41557,155146291.65,23-FEB-2024
AJANTPHARM,2130.6,2135.0,2112.35,2125.85,60608,128890190.9,23-FEB-2024
